index,year,oscars_held,category,name,film_title,character_name,honorary_statement,description,note,act_dir,winner_type
1480,1984,57,WRITING (Screenplay Based on Material from Another Medium),Peter Shaffer,Amadeus,,,,,False,Single Winner
1481,1984,57,WRITING (Screenplay Written Directly for the Screen),Robert Benton,Places in the Heart,,,,,True,Single Winner
1482,1985,58,ACTOR IN A LEADING ROLE,William Hurt,Kiss of the Spider Woman,Luis Molina,,,,True,Single Winner
1483,1985,58,ACTOR IN A SUPPORTING ROLE,Don Ameche,Cocoon,Art Selwyn,,,,True,Single Winner
1484,1985,58,ACTRESS IN A LEADING ROLE,Geraldine Page,The Trip to Bountiful,Mrs. Watts,,,,True,Single Winner
1485,1985,58,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,Prizzi's Honor,Maerose Prizzi,,,,True,Single Winner
1486,1985,58,ART DIRECTION,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,Out of Africa,,,,,True,Single Winner
1487,1985,58,BEST PICTURE,"Sydney Pollack, Producer",Out of Africa,,,,,False,Single Winner
1488,1985,58,CINEMATOGRAPHY,David Watkin,Out of Africa,,,,,False,Single Winner
1489,1985,58,COSTUME DESIGN,Emi Wada,Ran,,,,,False,Single Winner
1490,1985,58,DIRECTING,Sydney Pollack,Out of Africa,,,,,True,Single Winner
1491,1985,58,DOCUMENTARY (Feature),"Maria Florio and Victoria Mudd, Producers",Broken Rainbow,,,,,False,Single Winner
1492,1985,58,DOCUMENTARY (Short Subject),"David Goodman, Producer",Witness to War: Dr. Charlie Clements,,,,,False,Single Winner
1493,1985,58,FILM EDITING,Thom Noble,Witness,,,,,False,Single Winner
1494,1985,58,FOREIGN LANGUAGE FILM,Argentina,The Official Story,,,,,False,Single Winner
1495,1985,58,HONORARY AWARD,,,,"To Paul Newman, in recognition of his many and memorable compelling screen performances and for his personal integrity and dedication to his craft.",,,False,Single Winner
1496,1985,58,JEAN HERSHOLT HUMANITARIAN AWARD,Charles 'Buddy' Rogers,,,,,,False,Single Winner
1497,1985,58,MAKEUP,"Michael Westmore, Zoltan Elek",Mask,,,,,False,Single Winner
1498,1985,58,MEDAL OF COMMENDATION,,,,"To John H. Whitney, Sr. for Cinematic Pioneering.",,,False,Single Winner
1499,1985,58,MUSIC (Original Score),John Barry,Out of Africa,,,,,False,Single Winner
1500,1985,58,MUSIC (Original Song),Music and Lyric by Lionel Richie,White Nights,,,,,False,Single Winner
1501,1985,58,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),,,,"To IMAX SYSTEMS CORPORATION for a method of filming and exhibiting high-fidelity, large-format, wide angle motion pictures.",,,False,Single Winner
1502,1985,58,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),,,,To DAVID W. SPENCER for the development of an Animation Photo Transfer (APT) process.,,,False,Single Winner
1503,1985,58,SHORT FILM (Animated),"Cilia Van Dijk, Producer",Anna & Bella,,,,,False,Single Winner
1504,1985,58,SHORT FILM (Live Action),"Jeff Brown and Chris Pelzer, Producers",Molly's Pilgrim,,,,,False,Single Winner
1505,1985,58,SOUND,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",Out of Africa,,,,,False,Single Winner
1506,1985,58,SOUND EFFECTS EDITING,"Charles L. Campbell, Robert Rutledge",Back to the Future,,,,,False,Single Winner
1507,1985,58,VISUAL EFFECTS,"Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",Cocoon,,,,,False,Single Winner
1508,1985,58,WRITING (Screenplay Based on Material from Another Medium),Kurt Luedtke,Out of Africa,,,,,False,Single Winner
1509,1985,58,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",Witness,,,,,True,Single Winner
1510,1986,59,ACTOR IN A LEADING ROLE,Paul Newman,The Color of Money,Eddie Felson,,,,True,Single Winner
1511,1986,59,ACTOR IN A SUPPORTING ROLE,Michael Caine,Hannah and Her Sisters,Elliot,,,,True,Single Winner
1512,1986,59,ACTRESS IN A LEADING ROLE,Marlee Matlin,Children of a Lesser God,Sarah,,,,True,Single Winner
1513,1986,59,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Hannah and Her Sisters,Holly,,,,True,Single Winner
1514,1986,59,ART DIRECTION,"Art Direction:  Gianni Quaranta, Brian Ackland-Snow;  Set Decoration:  Brian Savegar, Elio Altamura",A Room with a View,,,,,True,Single Winner
1515,1986,59,BEST PICTURE,"Arnold Kopelson, Producer",Platoon,,,,,False,Single Winner
1516,1986,59,CINEMATOGRAPHY,Chris Menges,The Mission,,,,,False,Single Winner
1517,1986,59,COSTUME DESIGN,"Jenny Beavan, John Bright",A Room with a View,,,,,False,Single Winner
1518,1986,59,DIRECTING,Oliver Stone,Platoon,,,,,True,Single Winner
1519,1986,59,DOCUMENTARY (Feature),"Brigitte Berman, Producer",Artie Shaw: Time Is All You've Got,,,,A tie.  The other winning film in this category was Down and Out in America.,False,Multiple Winners
1520,1986,59,DOCUMENTARY (Feature),"Joseph Feury and Milton Justice, Producers",Down and Out in America,,,,A tie.  The other winning film in this category was Down and Out in America.,False,Multiple Winners
1521,1986,59,DOCUMENTARY (Short Subject),"Vivienne Verdon-Roe, Producer","Women--for America, for the World",,,,,False,Single Winner
1522,1986,59,FILM EDITING,Claire Simpson,Platoon,,,,,False,Single Winner
1523,1986,59,FOREIGN LANGUAGE FILM,The Netherlands,The Assault,,,,,False,Single Winner
1524,1986,59,HONORARY AWARD,,,,To Ralph Bellamy for his unique artistry and his distinguished service to the profession of acting.,,,False,Single Winner
1525,1986,59,IRVING G. THALBERG MEMORIAL AWARD,Steven Spielberg,,,,,,False,Single Winner
1526,1986,59,MAKEUP,"Chris Walas, Stephan Dupuis",The Fly,,,,,False,Single Winner
1527,1986,59,MEDAL OF COMMENDATION,,,,To E. M. (Al) Lewis in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,False,Single Winner
1528,1986,59,MUSIC (Original Score),Herbie Hancock,'Round Midnight,,,,,False,Single Winner
1529,1986,59,MUSIC (Original Song),Music by Giorgio Moroder; Lyric by Tom Whitlock,Top Gun,,,,,False,Single Winner
1530,1986,59,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),,,,"To BRAN FERREN, CHARLES HARRISON and KENNETH WISNER of Associates and Ferren for the concept and design of an advanced optical printer.",,,False,Single Winner
1531,1986,59,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),,,,"To LEE ELECTRIC (LIGHTING) LIMITED for the design and development of an electronic, flicker-free, discharge lamp control system.",,,False,Single Winner
1532,1986,59,SHORT FILM (Animated),"Linda Van Tulden and Willem Thijssen, Producers",A Greek Tragedy,,,,,False,Single Winner
1533,1986,59,SHORT FILM (Live Action),"Chuck Workman, Producer",Precious Images,,,,,False,Single Winner
1534,1986,59,SOUND,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",Platoon,,,,,False,Single Winner
1535,1986,59,SOUND EFFECTS EDITING,Don Sharpe,Aliens,,,,,False,Single Winner
1536,1986,59,VISUAL EFFECTS,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",Aliens,,,,,False,Single Winner
1537,1986,59,WRITING (Screenplay Based on Material from Another Medium),Ruth Prawer Jhabvala,A Room with a View,,,,,False,Single Winner
1538,1986,59,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Hannah and Her Sisters,,,,,True,Single Winner
1539,1987,60,ACTOR IN A LEADING ROLE,Michael Douglas,Wall Street,Gordon Gekko,,,,True,Single Winner
1540,1987,60,ACTOR IN A SUPPORTING ROLE,Sean Connery,The Untouchables,Jim Malone,,,,True,Single Winner
1541,1987,60,ACTRESS IN A LEADING ROLE,Cher,Moonstruck,Loretta Castorini,,,,True,Single Winner
1542,1987,60,ACTRESS IN A SUPPORTING ROLE,Olympia Dukakis,Moonstruck,Rose Castorini,,,,True,Single Winner
1543,1987,60,ART DIRECTION,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",The Last Emperor,,,,,True,Single Winner
1544,1987,60,BEST PICTURE,"Jeremy Thomas, Producer",The Last Emperor,,,,,False,Single Winner
1545,1987,60,CINEMATOGRAPHY,Vittorio Storaro,The Last Emperor,,,,,False,Single Winner
1546,1987,60,COSTUME DESIGN,James Acheson,The Last Emperor,,,,,False,Single Winner
1547,1987,60,DIRECTING,Bernardo Bertolucci,The Last Emperor,,,,,True,Single Winner
1548,1987,60,DOCUMENTARY (Feature),"Aviva Slesin, Producer",The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,,,,,False,Single Winner
1549,1987,60,DOCUMENTARY (Short Subject),"Sue Marx and Pamela Conn, Producers",Young at Heart,,,,,False,Single Winner
1550,1987,60,FILM EDITING,Gabriella Cristiani,The Last Emperor,,,,,False,Single Winner
1551,1987,60,FOREIGN LANGUAGE FILM,Denmark,Babette's Feast,,,,,False,Single Winner
1552,1987,60,GORDON E. SAWYER AWARD,,,,Fred Hynes,,,False,Single Winner
1553,1987,60,IRVING G. THALBERG MEMORIAL AWARD,Billy Wilder,,,,,,False,Single Winner
1554,1987,60,MAKEUP,Rick Baker,Harry and the Hendersons,,,,,False,Single Winner
1555,1987,60,MUSIC (Original Score),"Ryuichi Sakamoto, David Byrne, Cong Su",The Last Emperor,,,,,False,Single Winner
1556,1987,60,MUSIC (Original Song),"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",Dirty Dancing,,,,,False,Single Winner
1557,1987,60,SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit),,,,To BERNHARD KÜHL and WERNER BLOCK and to the OSRAM GmbH RESEARCH AND DEVELOPMENT DEPARTMENT for the invention and the continuing improvement of the OSRAM HMI light source for motion picture photography.,,,False,Single Winner
1558,1987,60,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),,,,To WILLI BURTH and KINOTONE CORPORATION for the invention and development of the Non-rewind Platter System for motion picture presentations.,,,False,Single Winner
1559,1987,60,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),,,,"To IOAN ALLEN of Dolby Laboratories, Inc., for the Cat. 43 playback-only noise reduction unit and its practical application to motion picture sound recordings.",,,False,Single Winner
1560,1987,60,SHORT FILM (Animated),"Frédéric Back, Producer",The Man Who Planted Trees,,,,,False,Single Winner
1561,1987,60,SHORT FILM (Live Action),"Jonathan Sanger and Jana Sue Memel, Producers",Ray's Male Heterosexual Dance Hall,,,,,False,Single Winner
1562,1987,60,SOUND,"Bill Rowe, Ivan Sharrock",The Last Emperor,,,,,False,Single Winner
1563,1987,60,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),"Stephen Flick, John Pospisil",RoboCop,,,,,False,Single Winner
1564,1987,60,VISUAL EFFECTS,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",Innerspace,,,,,False,Single Winner
1565,1987,60,WRITING (Screenplay Based on Material from Another Medium),"Mark Peploe, Bernardo Bertolucci",The Last Emperor,,,,,False,Single Winner
1566,1987,60,WRITING (Screenplay Written Directly for the Screen),John Patrick Shanley,Moonstruck,,,,,True,Single Winner
1567,1988,61,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,Raymond Babbitt,,,,True,Single Winner
1568,1988,61,ACTOR IN A SUPPORTING ROLE,Kevin Kline,A Fish Called Wanda,Otto,,,,True,Single Winner
1569,1988,61,ACTRESS IN A LEADING ROLE,Jodie Foster,The Accused,Sarah Tobias,,,,True,Single Winner
1570,1988,61,ACTRESS IN A SUPPORTING ROLE,Geena Davis,The Accidental Tourist,Muriel,,,,True,Single Winner
1571,1988,61,ART DIRECTION,Art Direction:  Stuart Craig;  Set Decoration:  Gerard James,Dangerous Liaisons,,,,,True,Single Winner
1572,1988,61,BEST PICTURE,"Mark Johnson, Producer",Rain Man,,,,,False,Single Winner
1573,1988,61,CINEMATOGRAPHY,Peter Biziou,Mississippi Burning,,,,,False,Single Winner
1574,1988,61,COSTUME DESIGN,James Acheson,Dangerous Liaisons,,,,,False,Single Winner
1575,1988,61,DIRECTING,Barry Levinson,Rain Man,,,,,True,Single Winner
1576,1988,61,DOCUMENTARY (Feature),"Marcel Ophuls, Producer",Hotel Terminus: The Life and Times of Klaus Barbie,,,,,False,Single Winner
1577,1988,61,DOCUMENTARY (Short Subject),"William Guttentag and Malcolm Clarke, Producers",You Don't Have to Die,,,,,False,Single Winner
1578,1988,61,FILM EDITING,Arthur Schmidt,Who Framed Roger Rabbit,,,,,False,Single Winner
1579,1988,61,FOREIGN LANGUAGE FILM,Denmark,Pelle the Conqueror,,,,,False,Single Winner
1580,1988,61,GORDON E. SAWYER AWARD,,,,Gordon Henry Cook,,,False,Single Winner
1581,1988,61,HONORARY AWARD,,,,"To the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic, creative and technological activity and excellence in every area of film making.",,,False,Single Winner
1582,1988,61,MAKEUP,"Ve Neill, Steve La Porte, Robert Short",Beetlejuice,,,,,False,Single Winner
1583,1988,61,MUSIC (Original Score),Dave Grusin,The Milagro Beanfield War,,,,,False,Single Winner
1584,1988,61,MUSIC (Original Song),Music and Lyric by Carly Simon,Working Girl,,,,,False,Single Winner
1585,1988,61,SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit),,,,To RAY DOLBY and IOAN ALLEN of Dolby Laboratories Incorporated for their continuous contributions to motion picture sound through the research and development programs of Dolby Laboratories.,,,False,Single Winner
1586,1988,61,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),,,,"To ROY W. EDWARDS and the ENGINEERING STAFF OF PHOTO-SONICS, INCORPORATED for the design and development of the Photo-Sonics 35mm-4ER High-Speed Motion Picture Camera with Reflex Viewing and Video Assist.",,,False,Single Winner
1587,1988,61,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),,,,"To GRANT LOUCKS of Alan Gordon Enterprises Incorporated for the design concept, and to GEOFFREY H. WILLIAMSON of Wilcam for the mechanical and electrical engineering, of the Image 300 35mm High-Speed Motion Picture Camera.",,,False,Single Winner
1588,1988,61,SHORT FILM (Animated),"John Lasseter, William Reeves",Tin Toy,,,,,False,Single Winner
1589,1988,61,SHORT FILM (Live Action),"Dean Parisot, Steven Wright",The Appointments of Dennis Jennings,,,,,False,Single Winner
1590,1988,61,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",Bird,,,,,False,Single Winner
1591,1988,61,SOUND EFFECTS EDITING,"Charles L. Campbell, Louis L. Edemann",Who Framed Roger Rabbit,,,,,False,Single Winner
1592,1988,61,SPECIAL ACHIEVEMENT AWARD,,,,To Richard Williams for the animation direction of Who Framed Roger Rabbit.,,,False,Single Winner
1593,1988,61,VISUAL EFFECTS,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",Who Framed Roger Rabbit,,,,,False,Single Winner
1594,1988,61,WRITING (Screenplay Based on Material from Another Medium),Christopher Hampton,Dangerous Liaisons,,,,,False,Single Winner
1595,1988,61,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",Rain Man,,,,,True,Single Winner
1596,1989,62,ACTOR IN A LEADING ROLE,Daniel Day Lewis,My Left Foot,Christy Brown,,,,True,Single Winner
1597,1989,62,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Glory,Trip,,,,True,Single Winner
1598,1989,62,ACTRESS IN A LEADING ROLE,Jessica Tandy,Driving Miss Daisy,Daisy Werthan,,,,True,Single Winner
1599,1989,62,ACTRESS IN A SUPPORTING ROLE,Brenda Fricker,My Left Foot,Mrs. Brown,,,,True,Single Winner
1600,1989,62,ART DIRECTION,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,,,,,True,Single Winner
1601,1989,62,AWARD OF COMMENDATION,,,,"The Academy of Motion Picture Arts and Sciences' Board of Governors commends the contributions of the members of the engineering committees of the Society of Motion Picture and Television Engineers (SMPTE).  By establishing industry standards, they have greatly contributed to making film a primary form of international communication.",,,False,Single Winner
1602,1989,62,BEST PICTURE,"Richard D. Zanuck and Lili Fini Zanuck, Producers",Driving Miss Daisy,,,,,False,Single Winner
1603,1989,62,CINEMATOGRAPHY,Freddie Francis,Glory,,,,,False,Single Winner
1604,1989,62,COSTUME DESIGN,Phyllis Dalton,Henry V,,,,,False,Single Winner
1605,1989,62,DIRECTING,Oliver Stone,Born on the Fourth of July,,,,,True,Single Winner
1606,1989,62,DOCUMENTARY (Feature),"Robert Epstein and Bill Couturié, Producers",Common Threads: Stories from the Quilt,,,,,False,Single Winner
1607,1989,62,DOCUMENTARY (Short Subject),"Charles Guggenheim, Producer",The Johnstown Flood,,,,,False,Single Winner
1608,1989,62,FILM EDITING,"David Brenner, Joe Hutshing",Born on the Fourth of July,,,,,False,Single Winner
1609,1989,62,FOREIGN LANGUAGE FILM,Italy,Cinema Paradiso,,,,,False,Single Winner
1610,1989,62,GORDON E. SAWYER AWARD,,,,Pierre Angenieux,,,False,Single Winner
1611,1989,62,HONORARY AWARD,,,,"To Akira Kurosawa for accomplishments that have inspired, delighted, enriched and entertained audiences and influenced filmmakers throughout the world.",,,False,Single Winner
1612,1989,62,JEAN HERSHOLT HUMANITARIAN AWARD,Howard W. Koch,,,,,,False,Single Winner
1613,1989,62,MAKEUP,"Manlio Rocchetti, Lynn Barber, Kevin Haney",Driving Miss Daisy,,,,,False,Single Winner
1614,1989,62,MUSIC (Original Score),Alan Menken,The Little Mermaid,,,,,False,Single Winner
1615,1989,62,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,The Little Mermaid,,,,,False,Single Winner
1616,1989,62,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),,,,"To JAMES KETCHAM of JSK Engineering, for the excellence in engineering and the broad adaptability of the SDA521B Advance/Retard system for magnetic film sound dubbing.",,,False,Single Winner
1617,1989,62,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),,,,To DR. LEO CATOZZO for the design and development of the CIR-Catozzo Self-Perforating Adhesive Tape Film Splicer.,,,False,Single Winner
1618,1989,62,SHORT FILM (Animated),"Christoph Lauenstein, Wolfgang Lauenstein",Balance,,,,,False,Single Winner
1619,1989,62,SHORT FILM (Live Action),James Hendrie,Work Experience,,,,,False,Single Winner
1620,1989,62,SOUND,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",Glory,,,,,False,Single Winner
1621,1989,62,SOUND EFFECTS EDITING,"Ben Burtt, Richard Hymns",Indiana Jones and the Last Crusade,,,,,False,Single Winner
1622,1989,62,VISUAL EFFECTS,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",The Abyss,,,,,False,Single Winner
1623,1989,62,WRITING (Screenplay Based on Material from Another Medium),Alfred Uhry,Driving Miss Daisy,,,,,False,Single Winner
1624,1989,62,WRITING (Screenplay Written Directly for the Screen),Tom Schulman,Dead Poets Society,,,,,True,Single Winner
1625,1990,63,ACTOR IN A LEADING ROLE,Jeremy Irons,Reversal of Fortune,Claus Von Bulow,,,,True,Single Winner
1626,1990,63,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Good Fellas,Tommy DeVito,,,,True,Single Winner
1627,1990,63,ACTRESS IN A LEADING ROLE,Kathy Bates,Misery,Annie Wilkes,,,,True,Single Winner
